A_ID,Gender,Education,Specialization,interests,skills,Yearly salary in pounds,Certifications,Job_status,Job_title,Highest Qualification,processed_interests,processed_skills
A74,Female,B.Sc,Mathematics,News Coverage,"Communication Skills, Leadership, Problem Solving skills, Subject Knowledge",51,No,No,Student (Unemployed),Masters in Business Administration,['news coverage'],"['communication skills', 'leadership', 'problem solving skills', 'subject knowledge']"
A75,Female,B.Sc,Mathematics,News Coverage,"Communication Skills, Leadership, Problem Solving skills, Subject Knowledge",52,No,No,Student (Unemployed),Masters in Business Administration,['news coverage'],"['communication skills', 'leadership', 'problem solving skills', 'subject knowledge']"
A76,Male,Diploma in pharmacy ,Hospitality,Hospitality ,"Accounting Skills, Business Knowledge, Editing, Excel, Designing Skills, Sales",58,Diploma in pharmacy ,Yes,Medical Practitioner,B pharm ,['hospitality'],"['accounting skills', 'business knowledge', 'edit', 'excel', 'designing skills', 'sales']"
A77,Male,B.Tech,Automobile ,Technology,"Python, Programming, Excel, Linux",74,No,Yes,Computer Software Engineer,Masters in Computer Science,['technology'],"['python', 'program', 'excel', 'linux']"
A78,Male,BBA ,Accountancy,Financial Analysis,"Accounting Skills, Python, Analytic Thinking, Gathering Informing, Business Knowledge, Cost Accounting, Sales",63,CIMA,No,Student (Unemployed),Masters in Accounting,['financial analysis'],"['accounting skills', 'python', 'analytic thinking', 'gathering informing', 'business knowledge', 'cost accounting', 'sales']"
A79,Male,BBA,Automobile engineering ,Financial Analysis;Understand human behaviour;Industires;Blockchain,Accounting Skills;Business Knowledge,54,No,Yes,Entrepreneur,MBA,"['financial analysis', 'understand human behaviour', 'industires', 'blockchain']","['accounting skills', 'business knowledge']"
A80,Male,B.Tech,Chemical Engineering ,Financial Analysis,"
Equity Valuation;M&A analysis",72,JP Morgan Investment Banking Virtual Experience;NISM VA Mutual Fund Distributor ;Basic and Advance Trading Course,Yes,Financial Analyst,Finance,['financial analysis'],"['equity valuation', 'm&a analysis']"
A81,Male,Diploma in pharmacy ,Hospitality,Hospitality ,"Accounting Skills, Business Knowledge, Editing, Excel, Designing Skills, Sales",78,Diploma in pharmacy ,Yes,Medical Practitioner,B pharm ,['hospitality'],"['accounting skills', 'business knowledge', 'edit', 'excel', 'designing skills', 'sales']"
A82,Female,B.Sc,Biotechnology,"Research, Trading, Understand Human Behaviour","AI, ML, Python, Critical Thinking, Analytic Thinking, Artistic skills, Work under Pressure, Team work, Logical Skills, Presentation Skills",58,Data Science and Artificial Intelligence programe,Yes,Scientist,Masters in Science,"['research', 'trade', 'understand human behaviour']","['ai', 'ml', 'python', 'critical thinking', 'analytic thinking', 'artistic skills', 'work under pressure', 'team work', 'logical skills', 'presentation skills']"
A83,Male,B.Tech,Electronics and Communication Engineering,Teaching,"Active Listening,Work under Pressure,Team work,Presentation skills,Reading",69,No,Yes,Teaching,M.Tech,['teach'],"['active listening', 'work under pressure', 'team work', 'presentation skills', 'read']"
A84,Male,Diploma in pharmacy ,Hospitality,Hospitality ,"Accounting Skills, Business Knowledge, Editing, Excel, Designing Skills, Sales",77,Diploma in pharmacy ,Yes,Medical Practitioner,B pharm ,['hospitality'],"['accounting skills', 'business knowledge', 'edit', 'excel', 'designing skills', 'sales']"
A85,Male,B.Sc,Information Technology,Technology,Active Listening;Critical Thinking,46,No,Yes,software engineer,Ma,['technology'],"['active listening', 'critical thinking']"
A86,Male,B.Sc,Information Technology,Technology,Active Listening;Critical Thinking,41,No,Yes,software engineer,Ma,['technology'],"['active listening', 'critical thinking']"
A87,Female,B.Sc,Mathematics,"Teacher, Professor","Communication Skills, Leadership, Problem Solving skills, Subject Knowledge",41,No,No,Student (Unemployed),Masters in Business Administration,"['teacher', 'professor']","['communication skills', 'leadership', 'problem solving skills', 'subject knowledge']"
A88,Female,B.Com,"Accounts,public finance,ecoNAmics,business studies",Digital marketing,Social Media Marketing,77,Diploma in Software Engineering,Yes,Teaching job,Mastes in economics,['digital marketing'],['social media marketing']
A89,Male,B.Sc,Physics,News Coverage;Social Justice;Content Writing;Govt. Job,Accounting Skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Analytical Skills,74,No,Yes,Sub Editor,Master of journalism,"['news coverage', 'social justice', 'content writing', 'govt. job']","['accounting skills', 'critical thinking', 'gathering information', 'artistic', 'creative skills', 'analytical skills']"
A90,Male,Diploma in pharmacy ,Hospitality,Hospitality ,"Accounting Skills, Business Knowledge, Editing, Excel, Designing Skills, Sales",43,Diploma in pharmacy ,Yes,Medical Practitioner,B pharm ,['hospitality'],"['accounting skills', 'business knowledge', 'edit', 'excel', 'designing skills', 'sales']"
A91,Male,B.Com,Computer Science Engineering,Financial Analysis,"Accounting Skills, Active Listening, Critical Thinking, Analytic Thinking, Java, Communication Skills, Cost Accounting, Excel",65,No,No,Student (Unemployed),Masters in Business Administration,['financial analysis'],"['accounting skills', 'active listening', 'critical thinking', 'analytic thinking', 'java', 'communication skills', 'cost accounting', 'excel']"
A92,Male,B.Tech,Electronics ,Financial Analysis;Research;Sales/Marketing;Technology;Supply Chain Analysis;Data analytics;Digital marketing;Market reserach;Social media marketing;Machine Learning;Sports Industry;Blockchain;Salesforce Admin;Construction;Construction Manegement,Active Listening;Critical Thinking;Gathering Information;Artistic/Creative Skills;Business Knowledge;People management;Communication skills;Negotiation skills;Mass Communication;Leadership;Product knowledge;Problem Solving skills;Risk management skills;Designing skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Sales;Social Media Marketing;Interpersonal skills;Wealth Management;Presentation Skills;R;Python;SQL;Content creation;Good communication skills,75,No,Yes,BUSINESS DEVELOPMENT MANAGER,MASTERS IN SALES & MARKETING,"['financial analysis', 'research', 'sales', 'market', 'technology', 'supply chain analysis', 'data analytics', 'digital marketing', 'market reserach', 'social media marketing', 'machine learning', 'sports industry', 'blockchain', 'salesforce admin', 'construction', 'construction manegement']","['active listening', 'critical thinking', 'gathering information', 'artistic', 'creative skills', 'business knowledge', 'people management', 'communication skills', 'negotiation skills', 'mass communication', 'leadership', 'product knowledge', 'problem solving skills', 'risk management skills', 'designing skills', 'writing skills', 'data visualization skills( power bi', 'tableau )', 'sales', 'social media marketing', 'interpersonal skills', 'wealth management', 'presentation skills', 'r', 'python', 'sql', 'content creation', 'good communication skills']"
A93,Female,B.Sc,Biotechnology,"Research, Trading, Understand Human Behaviour","AI, ML, Python, Critical Thinking, Analytic Thinking, Artistic skills, Work under Pressure, Team work, Logical Skills, Presentation Skills",74,Data Science and Artificial Intelligence programe,Yes,Scientist,Masters in Science,"['research', 'trade', 'understand human behaviour']","['ai', 'ml', 'python', 'critical thinking', 'analytic thinking', 'artistic skills', 'work under pressure', 'team work', 'logical skills', 'presentation skills']"
A94,Female,B.Sc,Biotechnology,Research;Sales/Marketing;Teaching;Trading;Understand human behaviour,Active Listening;Critical Thinking;Business Knowledge;People management;Communication skills;Leadership;Problem Solving skills;Risk management skills;Writing skills;Hospitality;Client management;Good communication skills,63,Pioneer lab course work ,Yes,Asst. Manager ,Mba(H.A) ,"['research', 'sales', 'market', 'teach', 'trade', 'understand human behaviour']","['active listening', 'critical thinking', 'business knowledge', 'people management', 'communication skills', 'leadership', 'problem solving skills', 'risk management skills', 'writing skills', 'hospitality', 'client management', 'good communication skills']"
A95,Male,Diploma in pharmacy ,Hospitality,Hospitality ,"Accounting Skills, Business Knowledge, Editing, Excel, Designing Skills, Sales",69,Diploma in pharmacy ,Yes,Medical Practitioner,B pharm ,['hospitality'],"['accounting skills', 'business knowledge', 'edit', 'excel', 'designing skills', 'sales']"
A96,Female,B.Sc,Mathematics,"Teacher, Professor","Communication Skills, Leadership, Problem Solving skills, Subject Knowledge",41,No,No,Student (Unemployed),Masters in Business Administration,"['teacher', 'professor']","['communication skills', 'leadership', 'problem solving skills', 'subject knowledge']"
A97,Male,Diploma in pharmacy ,Hospitality,Hospitality ,"Accounting Skills, Business Knowledge, Editing, Excel, Designing Skills, Sales",56,Diploma in pharmacy ,Yes,Medical Practitioner,B pharm ,['hospitality'],"['accounting skills', 'business knowledge', 'edit', 'excel', 'designing skills', 'sales']"
A98,Female,B.Sc,Biotechnology,"Research, Trading, Understand Human Behaviour","AI, ML, Python, Critical Thinking, Analytic Thinking, Artistic skills, Work under Pressure, Team work, Logical Skills, Presentation Skills",67,Data Science and Artificial Intelligence programe,Yes,Scientist,Masters in Science,"['research', 'trade', 'understand human behaviour']","['ai', 'ml', 'python', 'critical thinking', 'analytic thinking', 'artistic skills', 'work under pressure', 'team work', 'logical skills', 'presentation skills']"
A99,Male,B.Tech,Electronics and Communication Engineering,Teaching,"Active Listening,Work under Pressure,Team work,Presentation skills,Reading",78,No,Yes,Teaching,M.Tech,['teach'],"['active listening', 'work under pressure', 'team work', 'presentation skills', 'read']"
A100,Male,B.Tech,Electronics and Communication Engineering,Teaching,"Active Listening,Work under Pressure,Team work,Presentation skills,Reading",42,No,Yes,Teaching,M.Tech,['teach'],"['active listening', 'work under pressure', 'team work', 'presentation skills', 'read']"
A101,Female,M.Sc,Science,Understand human body;Content Writing;Digital marketing;Product Life cycle Management,Critical Thinking;Gathering Information;Leadership;Editing;Product knowledge;Problem Solving skills;Writing skills;Machine Learning skills;Interpersonal skills;Medical knowledge,68,Instructional Designing,Yes,software engineernior Editor,Senior Editor,"['understand human body', 'content writing', 'digital marketing', 'product life cycle management']","['critical thinking', 'gathering information', 'leadership', 'edit', 'product knowledge', 'problem solving skills', 'writing skills', 'machine learning skills', 'interpersonal skills', 'medical knowledge']"
A102,Female,B.Sc,Biotechnology,"Research, Trading, Understand Human Behaviour","AI, ML, Python, Critical Thinking, Analytic Thinking, Artistic skills, Work under Pressure, Team work, Logical Skills, Presentation Skills",73,Data Science and Artificial Intelligence programe,Yes,Scientist,Masters in Science,"['research', 'trade', 'understand human behaviour']","['ai', 'ml', 'python', 'critical thinking', 'analytic thinking', 'artistic skills', 'work under pressure', 'team work', 'logical skills', 'presentation skills']"
